,msname,msinstanceid,nodeid,instance_cpu_usage,instance_memory_usage,timestamp
16,235f1c2d99c762362019c64ee781c14c9837c472f5df3f38257ecbcc078facca,2caf3578791731479011eb9950e46d70a620d922ff208ba3970387acc91cf694,f9a82c2a6936a13923bae690bfade3b04f339d3addc368515325c0c43a70b561,0.25895833333488555,0.5151057243347168,0
17,810556b6052783a1466e68c7300cd6ce09f01b1a5677f7855a2931337005a46e,1ea4578c8290ecb4ce27c732a38ae9d4cb56b1d8194aa5ff6aceb2ebde6328a4,42c781bfaf5babe9ae5a18c84aa06eae60e43f702e45afd3cb3c26b1f1692d5a,0.12133333333379899,0.6303539276123047,0
18,fcffd00090117106d870339a18858304868e8ddd259f66045596983c668e5b0b,ffe591f09956f7f2783b97e074020de2db41c5a753a934734ec0dc3ee18a0099,cf5c36880ff7b760b73e426541b41d8e37d20cfb8a1025c4b17ef4c8bb165930,0.07145833333488553,0.6288318634033203,0
19,48e8faba4a168f803d7f16abb37ff877edd589b8081166d08e1efbb94ae898d1,48aab19bbfcd75bc6287ab3cc2cdec4afbf0ab804f8e2850cc68008b59c9ca41,5d7bb0ede1b6a47b22d72d93614fa5815aaf792a1650d9d874520c31a9326f3a,0.08639583333279006,0.7554864883422852,0
20,39708be2b5227aa0c58d924afb072660e37262ac43a8bf2bce6c8bee9648f06d,9b3dfcc9376899b4cad04abb1fc4c75592416effc88c3a2ff031f86b8c7980c9,c6918ff6a0afcdf68d09260a45aaa6ceb7b8da58c7719491810a782afa724302,0.10040625000062088,0.6538927555084229,0
21,089983f42a310dce1d956ff7d70959202eefdfc63e514e1caf6b17eedef8002f,b01b0ef76e60706c5cf75413d1354337d2a7e46c4640d2fe4ae1554c0ad1556f,8ebe6ba81fa32cb974c06bc6041db7497ca4188858c4e2ec99e1875941306be2,0.2138333333345751,0.5423312187194824,0
22,315f624d255fc7680cb985a3e0796397bc18baa89d4226331ebeae5a62de747f,ec7398bbccf9a0ae1569466aea67ca2975064a1701a17aefc5bf8476fc21cb4e,3ae31d55afe7954a88d0823179fd58faee14c2e08e8bda2bf7c9e39f9584016d,0.5447499999931703,0.6881937980651855,0
23,87f3522e7b259f45398e495f02e0afd54d9bd8f77959c6d5e178647ce4e1d9ce,21fa82a7c6b4ac1c55fcad1263a905ab4f58c9833b89d54ab187205fa42eddf0,03ffc987511ce29fd0a69118ee0b6310aa7797b9f4ff5d41875f8933f92a5f26,0.1494479166654249,0.40989007949829104,0
24,e36706cf92adeab5577d3766a42ba23993d591bd23a20001e104d91796f04246,168fad85e300afceb17239d8bd15146c5393c38791356880adab3ca22d68cea3,9f2495f063636ab12a0253c7121c525d71cb167283adf3978800523fae021eb5,0.2869583333299185,0.6913003921508789,0
25,fdfb8ee968d1aafdfe41941f991ae596375dcf18739349968a4fefa325e45198,1b2ec4bbc45aa264f456eca1a3711a717e12943b55d14982fccb9d98497fb5fa,60aa17b6bb8a9fc91ddf241aac5748612541e4fd9a6af4505bc7ce2e2c9b5f61,0.12291666666666666,0.5185246467590332,0
26,2bac8d59659818c1d960bddb7953c622c0885d689fc8597b8b41821805672333,d82cee177863a1ea679b7760f5599cbd541ae3e7dd78e9d351cc67001af658b3,59d3d6e14fd8defa606f18b24ad38a0f313fd72487b21204fa1251969d4d308c,0.10697916666977107,0.645892858505249,0
27,d7428366a524e5d20a7877b2e3718258a4e6ad0e212a90b917be281aa84552e4,89b7a57a374a43432ca20b8b1bf995b15bccf301e2d95bf8c9b04ddb4ecdeff2,197cc041a479f367f7767606dc626f7bd41f3ba67542df5036e4ebee4660f338,0.10191666666651145,0.4625248908996582,0
28,65e02687786d55115026221feb9e45d5eaa61c40acc59f2001b31e880ba6154a,cd0fa805a12983fa0c6dd60b7a2c19cbaa9d1f5fd7e90e4ddf67e4a1dc0df21e,b0f8965f5ce6d3dbea7bd9f0f307a8f7b57062d1e8e4d1788a86fa8f9723645b,0.12449999999953434,0.6101741790771484,0
29,2dae55aca6f9c5099a8eb93350854e4822ec79e9dc2a6832b4856408bc839455,ad6fede578009681d2a8190c625a9b372c3bf18d9b6eb909ff95d2e3a683940c,945dc5edc838e3ddbc583bcf32d458cadadc4700f7f52d33d05ad1b8950944dc,0.08716666666635622,0.5900850296020508,0
30,30c95505cf5a76d5b291bd0fb87aae61e83f8909c6e97914b52ad45c8fd37eea,8c4fd4c991c6b75871002c503b04b8037f6e3ec3648593b6f2376ffd27faf410,0dd0b5ea4a213c6907d724445015cf550a6ae4bf6c31eb95ec4ed552f4100647,0.1668749999992239,0.5307116508483887,0
31,f2831e310555eecf683031907ac1ce487c9d808d4f0934fe1f95019e04b6ced3,487fa4b742e133ea47932299ab4be3e55728f623ce5eb7942429c651fa99834c,c6d7c4c25557a7a384022d42bd30de00ae564323dd5aa9a51e82e9033700e8d1,0.1851666666722546,0.5199093818664551,0
32,c22ba45a5c7cd165e854210a624b8f21562487b67f2bf5508bd2d56ca5344003,f2f339b6ba26b2569819eca1e828818335d41b86ac6268318c1f19a1fc9a3f84,6cb43c5d4044373c388e636cc9010aaa71022be48ec2c71f9991313d28bbae25,0.07922916666660361,0.7060778141021729,0
33,002251d4123496684687c2acad43bdef9419a5e4fc01a65d2c558af92a5ad649,7eb8bdd5d218cea1aaea4e5d567bdcfbfdc4d873f0631f644032c34dccb66c7e,845100ccb808f13636f6a64af6fd7ab2334561764d46983dc9d0a561eed23990,0.15566666666418313,0.6805391311645508,0
34,5f876a7340841ba7d9021abcfe009ff7179ab83f9ccf32c2ab7513397d345744,07ffd458a85e29ef746b764f60e4ad2a442d1c9e131bafaacb1d8167ddf19e8d,2dc989a8016f31586c20bded2f88e120fbcb81728dc87e56e73ebcf718fe1027,0.08504166666666606,0.7657392024993896,0
35,b21c637c2fbf212c52ed532476f71052018e07cabe8beb12a6fb3a6e086e2c6d,02459e62b0f511795c11c48006cbca0b86fb1e2de1a68178c39eeda9580177e8,28cb83b1ae921b8e55df8c8e88c819d59d379d8a487bee5eeb40233c34133db3,0.1325833333345751,0.6082172393798828,0
36,7b973c9a30cb5fa6024d07de011805cd5333d0dd2b92f8c18d279502406355d1,82832469d11a4b8fb4ae8283fb1a9c5448ca849612563858eb28253005908661,db0912325cff6d2687186541c7311ef6709ae028639d43b6ba1da7c6f3d1d151,0.06933333333193635,0.46840763092041016,0
37,da7fb1f8df43a2a4f52270122e36926008a03831a4517b41f23e9a28e0e9bae0,33ea89d714bd9bfa152e9594cbbb70a6cee9fe769ce803c617e993cf883053a3,fc0692abe512f270016180c54ec04777e3ab752c8bd74253ea772db2d92e311b,0.1277500000006209,0.7368373870849609,0
38,a828cf949747f47b182e8269b324b8948f97330f6104f9d893e40a52dd62b26d,edd3ae8484dbdeaca9577ae96b3e1046419227f5ebf0b36325f03895db27139f,362893e02781ef17d332802d60358cf147736c388998bd26422c685e65baa950,0.288520833333799,0.6526205539703369,0
39,24601dd8b36f856eb0a4d759866f475bc62cf843ffe0920e0d4d72ea1e84719c,84b0c36a6fff6f452676e10f7a7e428a1eae552fafbc87cefd92e73681877b54,24f4cbef37d1ab665bfff859f20ec4f71639425462d738692e646eebdd19808a,0.17866666667008152,0.6330990791320801,0
40,c636d684235894436e7868e279ea8d7c37ceb2c7f99b66aa6eb9823c09a88164,6e28cc7a731843b8404fc7238c9b3a771b47b29b7fc2287f90f0930391d28957,059c7d51d9700ef028580a2337ca2cf09ebc6f8316de48951338829dc9bf557d,0.10745833333348856,0.503293514251709,0
41,fe1c1b555b650c8a5c38d93fd204ef573e2d7f851096ef2d9b3cd630a9a77469,2e236f713d54e5f713a04c51ce2eea24cca6f8c8f58dd74a616ca112ac3f6d7c,b2fd297fb55f91ec4606e87b7f43c40ccaa25bd9fa81a5420d2eecfe40d9ffdb,0.091166666666201,0.5126838684082031,0
42,389ad8ab3bfc96886e6b190ec247e6a11f0a83febf571511590eaa3edf92d529,9f3989ce629694f8a0c516b7c4fc2cfc0184ffb88980e56ef75311576363837f,41b800ad4abd433b566b4756992ee24031297878fb2eb839a1fe8ddf2d711dcf,0.16443749999937912,0.7119357585906982,0
43,f379c8fbaf04c610cfa6ecbac2c2c5e65fce967d63ca164915a2ed12eab734c4,d71bbee195e7fb0df935cb53eef90696aaf3bda4834979add4df0d5ef579c8cd,1de1322df5dcab5d07dfcb3538d6a0721b736f0517d38a0658faafd851d63d2b,0.2570416666722546,0.8258152008056641,0
44,2a1f6f66d3f2fe0cd60f3a303b1bab40a2d4a9ca93eef99e2ab7588a32267145,0bb2013ae65ae98a4d20fe8b11773c7f44aa44d2dc3d7e178843864b17ead907,7b57686b5cb6f6952389a9dbf350349d3c9ca611ff0427b82e33a389c52cec96,0.1446666666616996,0.6390480995178223,0
45,94dce029795f9357501c763b763bf951c8290ad1744ec10872cc8a280b2b989e,19228ce6da4b17fff132ab1818ef7894836d85d3b4265c238d8ad4141ed4c342,0106404877ab18c12380838b0ea1b4ddf47ea49a53a6e1f5f8f52aa45762013d,0.18112500000279397,0.5234675407409668,0
46,b56048de41b6fe7fd1d9b70e636c61946ce43774fe78999ef2dcf596928e1644,a997b111a653be0cd1f7ca997aec71c4e53320fc854ec918a35f0cfe4298f993,2c2ac2d8c44e770d2d4aead63920374f00fd008a5ccf231ada013a9479bc7886,0.16287499999937913,0.8452327251434326,0
47,0132c76602caabd29f1019266695ff2fc1d267f00f17bdfffb9ef84b46bbe32f,5f4e2c39ca42d6c97aa5919b22ce9952d4d4e5fa5f33539353d0174480f0766f,9db3d47122fca234f418052f20ad15f9d81ebef7e7d187e0518db57ac024c4db,0.10416666666666667,0.5577940940856934,0
48,f7ae36bcfdce5a0ea7d5b70dbae04955899a4a67d019c0885119fc25e7213005,188d2437ae09a38e677fd75f6ef557ccfdac24e717f5b44f1193d69cc249a661,567d8021f9db157d56fb059cb807a92e8d7ffcb09a5ac0a640c8253d8c5c3d0c,0.14891666666565773,0.610527515411377,0
49,7ca3a5ceabba4fd9758a7d50df2ba6fce2020147c326b58bc67c9f52d32108ff,117c0f2d3748233c9c366d631adb82c1fcf3d3763c574b2507a5adf525b40a7d,c1348ed5a8d7fa00a9767ee9de68d85533d87fcfc337d0c57d0b33352f42ad49,0.17666666666627862,0.6291389465332031,0
50,28664e7ba60702984ae3f84d4b084785897495e3b7f28717bda80797dc5468b6,1d4464075be58dc6584c7a0c1627e6a0edc590a1633ade11c999dd7adc23d692,5c358c71b03150adafee618a7ae43edb2c830f61eefb4bb3e2f4f3150f5c2785,0.5274166666747381,0.7796683311462402,0
51,65ceb2782457ad9400b7668fc02d3ad3d79f86469b2be89064eb7db45c07c03f,c53463cccee5cddc9ebdbd8a3a0c158dcd44856aaa68aee9804cea8c988ff86b,235e7a9991c8434eac4c45a6127383c540f6aa3cc44b5091e2b5524817985a9a,0.35504166666263093,0.761390209197998,0
52,d387a1bdf8913c6540493d152e0399c2286ee037cbc2dd877521a6dfd8abb985,e6ea4850be5082395b56b442c07609ea12c0c1f0f85fd4c8c2e3373f7f11abd5,27b90499a0bda282bb319c2231664e83f47fbdc5dd170700e1bd8ccae6ddab45,0.24729166667287547,0.6399745941162109,0
53,3557add998c8762136da6e3a0af6489ed6425c3d91ca9e3d513dbf9d2f81e85c,552d5e3447c53e98e5f5188ca2998ac732b27664ed5d8dcdb8bd6524ced76c48,39d21d3ee986be9bd09bd7c4e84f522d763eaf208c04865d505be08e44f0f9a8,0.14012499999953434,0.6185240745544434,0
54,fe1c1b555b650c8a5c38d93fd204ef573e2d7f851096ef2d9b3cd630a9a77469,a6641fb4ccf4ee85611956fe1ba407b6c2010e54d6addb4749d8eb13c6c6b54c,409f0f830266666d4cc783ec0d35334497f9b5f9173eed169a85f06167efb0f6,0.08970833333247961,0.5141768455505371,0
55,a828cf949747f47b182e8269b324b8948f97330f6104f9d893e40a52dd62b26d,1cd51c0de8ce5e407b615a2d59b741492b84039ef46b02e43dc4d2fe43cd645b,f900db9b3717d6217121336e665fff4cc85c063ffecc7e4888dfa946c7fbc212,0.2677291666700815,0.6496021747589111,0
56,5e5dac309827db024dac61af6d049e07d53538929a3526a56a1d3705f234c8f4,af0f10a7b23c123078fb9bfe75d3459b6a71ae162a1f0347643dff7e14e4d7e0,ddef69fe0662defd23b0481cea0eed8b2c58b4eb04d7fcd693dd1c26f6cc8c0e,0.1394583333322468,0.6375141143798828,0
57,fdf57ec4d0c3bed424071bade6afeee01c4c244889e73150bf71ca2186bb45c7,dd6aaf5f2a6ed84d382e227be827b6f89806d3b8ce98a49d78b9c38a679f066b,a6f730ba16b6b0fa4f9175d95a9b34b309bf9bdd39d9f8cef4069d6a6dceddb1,0.2057500000000194,0.7090244293212891,0
58,579acd997b2c354d325505d708a45dd07f3fc25bd2e2829ee204b8fbdc08b731,b0f254935d39d81f84b12c6a5725810eab9abd0663f919a7a699a989f1931bc6,da7e60df7a82d9920970c29eb705f372eefdd51626fa75fe0b5547f0918d7c5e,0.18879166666689945,0.6647944450378418,0
59,1ddd9c304c76b32f8f7701391327ca1f2cdcab9492d44d0802d28e73e941dc4d,cd5f540692dcf54cc5cd05f26727de37124846cadfc76ae58be981dba82857fd,fd06f23a38af5fadd45292d7e551bc9e69684826de9cae04651ab6b3579287dc,0.14174999999998666,0.5248637199401855,0
60,ca43d1f2ea299b9b42bc6e93012b318adbefeeac621c82ef732fcd0241465d62,85fb8517da513b90a2536ecfba7ae13d93510f9d004e9db694a05455f3f0db0a,eff3b8dfa718573992681752b474f91d5486394108b8d60c26c80651786a7031,0.05670833333327512,0.650672435760498,0
61,9f311ea6f261ae9e5656e6980979ab80102273326e3e4390461d2eed3b2a711f,9bb092a990d218ad733587633c8620b9d2ef1ee7dc6ebca9de62cf48d1fbce46,5d47867e8371dc7643f6c82dda45abc435aa692d5b5ad755e162541ce8074ef6,0.0760208333376795,0.6473102569580078,0
62,530a42c55ed7f9999e26fb2b97a2c53d593cda13c20965e6f43b37167c6c7715,6ab863ed30f3e4fa3f7052220668c3e453530fda40c461a2b8c92d1ea63338d0,39b86d2da7b8cb45764b88a6ed06c13b48e2bf0dddd6b0bf854665a20b2a9afc,0.06525000000062087,0.48242902755737305,0
63,24601dd8b36f856eb0a4d759866f475bc62cf843ffe0920e0d4d72ea1e84719c,56684f253cea54d08851f8aab46c1552e677429675a1291683c69fc2b2b56243,0e7c75104c8886a50e280a48128a01c3e5507d3ad48e86a2999f15ffba1c0e54,0.2037916666672875,0.6273355484008789,0
64,f57e00a4aa43145b3d008a5c71d4b5ad6a3061f9da11cb931fbd66b5563f999f,fe349bb2bc93ec57c4b57f9ccf1e938739dbea4377746fd75d0779a70cc58479,9b89d21639b2ffef1e83249ef7d91ccad3dc771ca4abb14a171b8ec2fc0e81b1,0.38575000000807147,0.6888470649719238,0
65,0e337f047a062e592acb1be850542d2ac66829277ec311eed311f21ac96266e3,5a85c7a55ed50d111a9bff2ae04280e3ffc3682195ff443f0721989477d36473,74fe964146a16d7bd3f5497b9a419faa959d1dfeea2eb00169f2684a0d5d37d1,0.14274999999906868,0.784672737121582,0
66,3322acdce65a8353e2f8a32a2bf0474526cfc62c3d13289ab64fb6a5e089e2db,18b9034783c0907ce365e9a540cdb376f81cdcecaa4a0d2bed49fa4069d51527,3e3bba98e390fccce7d62d13309d4f7dc9b9d286fefbf03e2b3c2aae96e98d2c,0.29393749999968954,0.8964905738830566,0
67,2be3b98bfce0e36bfa57f93d594bb1e183b434540c5bce38233a5dc2e9b80a1b,c0d4a4891f2f85991bfe44521703d26a09ade03afae2d1bbe55af678d57ab87c,51a816b21ee3d495d461cf52b8f5538c406401f90381a99a4fae997160b9895e,0.20502083332588275,0.8431806564331055,0
68,47182dc77852572b292c56b1887b4606e702c5c26374ee973707ef5614d00735,730b246e8a74b78c8b503d5542c1d9b3f88d54683e37c427017d6d5bb11bcbe0,825f64bca1ca25a3e9af3dc4f90677b863664b7d4105f91358f72e0d55d14baf,0.09483333333240201,0.648524284362793,0
69,cf5f15ad4585ff713e95993380824a1f0fc1d85792f8dda58f8a150d17c4708a,7a1fe247f311327819fc8eea9b34c4172c70f0b432d082d76eb0ff191ff52008,9234e71e9bb04558769ce94319fe4d5ca9963c2051f509d86f4fa541c1c2cc5f,0.11393749999891346,0.7214295069376627,0
70,23e1bd91dd3d795d3ba7445223a33afff262ddf5daf58481b52a93e4513ea087,f53488cb941f0453ccc839d91a4c7425d67dc9ddaf0c155932448b7bb8ebd035,c3754214e26a39a38236891d8b585be11425faf6f61b479d2fec5be7226528ae,0.08395833333294528,0.5276522636413574,0
71,648b2a0c2f0a2c60f552c18abbc9ac747657751fc8db49d0f18cc6c5f9f81fe0,69148f8ee8be90dd7f53404e5dfb827347efc974a9b040e4d956f4970fc23f43,fd86608875ac5eea1d98623e409cd102ccafdfd2dd3c96ed6892d8bb4ee0a73f,0.250604166664804,0.7467827796936035,0
72,e34bfa7851ab63d1172b1ea22f2bde8d6902077f352461b07ac5c42e05be1626,470330bb3b5c32186698e3550ecb697bcfa10d5123afae1b066aa32b5fa3d33c,85dbf6272dc770db877b124456724359545e8223b7641cbb7e7d0e8f0552254a,0.06258333333341094,0.8026762008666992,0
73,d03bb97862607468fe3153b28d41a20de1e3144a5662642b8d4c1062c550f622,319a06709aba60f79c7e3143e586c727446933948b6cafed73c9a558c876e583,badcb1c852a11f13cb10d214b340d4c797afbfc2174bdaf1899dfd5b9af6645d,0.11200000000341485,0.7378256320953369,0
74,109298b0af3961105937ff48abf505151a894eb8ea15befc52cd68d96c94e013,67bfc0d9f7c830163d06f76cabf12a1fc5ea1fe9b937eecde0d22e0abc47d797,45d1f40219019a253a60745c07a63e51f79f5219d1f077cc42f9a66e5c8961a9,0.16566666666573535,0.7560648918151855,0
75,066074009100226bff110f3dbc90e2bf005c2a41c6c2ce7ad4c4c1af8aba057a,96f4f31262d38cf4c0cbb622138d02f871073e383152b16449b84867f4061581,011cd6ce3fe50f9acc05a7682ef2b2ebe61cb8d3f68244c199f3f752c000d9d9,0.2833333333333333,0.7212886810302734,0
76,d7428366a524e5d20a7877b2e3718258a4e6ad0e212a90b917be281aa84552e4,857023fe5b98fc55263fb6f5dff3a3da5910da074cbf2047624b6ef7339e5bbf,fde440ccf04c838a7c8310c56cf687385f558feda6286dfae9e275e51794d5b0,0.09949999999953434,0.46146059036254883,0
77,23bdd392279c3f7f575cdcca6c022c7403272aea434e9e116e15901ec787a9f3,3839c51c03bb35795c42d9506153aa34d925bb3436d2a06bf973ff4bb6f74b67,b0018e0ea630d76b2d2c1f1451f4396575bbef505f707635013ddf1a20a4ac35,0.20493749999829258,0.7773499488830566,0
78,9834584690d0d9733f92e731af337cd42dec67c0d987fce05903ced52a8f09e1,55c6b33aeee5617bbf04c3cf9ce02e389f97356683e19a9829b6742a8a5e3e57,56e7fce01d759cf5e54ef4cf1b720ab98d62eaa3f515fe0051884b045b042513,0.07708333333333334,0.681725025177002,0
79,0e1f021c1406813fadb553c759a5732d1a40c031ff54ddcb68528b053c728a13,fd621a49fb49c52d834c6dd91a124e0ab60aff4fcc1b349e7a428aaccf2731dd,377c49b97ebf0e76f9b98c5ca68f872198f44d2c749e929c299c9b025ba7638b,0.2716666666713233,0.8934872150421143,0
80,4a407edd6a033ba3abbca06d9eef437e856564dbab43af197d04c0c67856fe8d,50cf7252a3d7458a7041e06e929227155778f66500003077646b3a31eef8afae,7480539883662fd518f5d5b17cf8cb652d72966c9ccbd84afc52ca61fa789f4b,0.034124999999767175,0.4322199821472168,0
81,315f624d255fc7680cb985a3e0796397bc18baa89d4226331ebeae5a62de747f,2c505d859668479b8765d8bf67270b085d1516b6fd6d713f7d45f64d1eb1ed53,e0489cf7917ff99e19e9a31f6d1e9496ddeb4a67872440622a655f676b2bfa57,0.5119583333376794,0.6850180625915527,0
82,3557add998c8762136da6e3a0af6489ed6425c3d91ca9e3d513dbf9d2f81e85c,131d1a7b39ac3872a707193ffaa4a14489e2ac6fb7b1b3d3155b861565287cab,200e42eb4370fe1a8cef3f9a32547e7749fabcc11e03559da1eb92b3a282cf28,0.1329583333339542,0.6230225563049316,0
83,b1ecb8cccf4d23374bcfae2751b7d867f61f3d5fa529ef50192f3abd2c47c286,329607ad689e0d5191c941a57e6c3302d811d7637470d9dfb12d179621b9d740,0235d0915a1cd92e8fddce2b831588385fca52e6cd36a3cf0c7a15a5eb055cfc,0.14933333333271245,0.6597347259521484,0
84,358e600f0761e77d74c586d61961fc53940fe654180cce128b50a08fc39c7278,13da835bd8cd9e961fd887df590c0d322de3e369a558ff44fa2ff2af5854b44e,a33e47aba4a88b05f57219be2d98395966085fde289082e04bb2b37005388aa9,0.10520833333333333,0.9682397842407227,0
85,df8e9873a8e78bebbdf2ff71c6a092cc664bb6f3c3a8738314e9779859c0ede8,4b110973ed708f323909ab8783987fe2ec69bcff672fa477215586a0e1b8bb48,4c4a27f2d7caea848a54703b57187f0ef6b6f37d7875f4d3a46d769fe93cb06d,0.18066666667194417,0.6558113098144531,0
86,2387b3f417ee8dc3dcd4f6f9572b6552b704b395290f7773ef87d96ac6bfe0b0,e9937a3c1bc6e067552e1919bb516d8e2ba0f7714d0e020422d6ce2cddf523c4,7e5c996d8258654af05caefeea87e8dbed1daa1806a76ccf4d07481a6365d866,0.04595833333344975,0.512758731842041,30000
87,9a3ef4d24dd4e7fb8baaa9e30aea1395caa50f583630f69047c8e20f2e8d9554,4dd09694cd09807fe4234cb4982b79201bfbe95297a21c39bfde0a234feedffe,7653f0b5d4806bc0052a74957c1d945254137f759e5c071c74cf9f89eed86ea8,0.2573333333556851,0.8217382431030273,30000
88,e111dad8443d114635d9a269f8db385fdc8a371b1a64040de4a7f268feaab370,0ce8166f773959cf17b1b2cf5cfbef48855e3485cf96084b7615c01c9f283c45,600d6ce452eee6de0a4df664e4d3d21b6a3d39405f82406214c8675c74e81619,0.2833749999990687,0.7165050506591797,30000
89,3557add998c8762136da6e3a0af6489ed6425c3d91ca9e3d513dbf9d2f81e85c,03bd6f4a2ced065ca1219adbec881b55a162e567d7809d174f81f20865b5ab80,ec030a60f4f28d315ec740ead3ed40a540ed9cab8d4e628b4306286913cea1d0,0.14112500000434616,0.6454577445983887,30000
90,694c22359d5666f113617ed767acf6a188bd551ffb3c1395ac5f0af99d489cda,78b94a3b75c9aa259908ea0fe5f93365332549cb6720f0786cdb98ee5e3828c8,561c63e9e2657ffd6c3a8fdb8a54a4480d9f7546208ff91d786dfc92a2781a9d,0.11475000000015521,0.8153738975524902,30000
91,fee12ebec2801cec8f044a0e3cbdfb9d74a0d83634d97b623ef96820f6325fe5,e16a3ec30d3d3a4933a1f6b6ca9fdbd08dc7dc50ad2bc37e773d6d76c95ca5c0,ec404e8a584d504beb888fcc45dffa4217095b4b655dab8279ad8cb90ce21235,0.2092916666607683,0.6219916343688965,30000
