,timestamp,nodeid,node_cpu_usage,node_memory_usage
0,35820000,b1f98eed32dcd1bcb575af5f483ab12c3b7981b7d25c6595a54de6376c381c22,0.5976519413477304,0.7645902360567616
1,0,50f7c53d8692424fbe603c78b4e61c19276a7823df7a85f1767762054213dec7,0.6933089202428923,0.7534633781194351
2,0,02d27a3d3bfa1b60f607ef05c14d2e37ef2fdb271e32e79ed483235a095c8010,0.720847765472151,0.8036201807125332
3,0,b5952eee6a521b0f2b7ae15b122cc5a3714aba85cd5614ed8bf71b6f2736779f,0.6792869062484647,0.7828821422246243
4,0,2acfac3d84cd4aa3bb5d243069d18b8b2bcc8dfb84527c524ce3979287c6f056,0.7688811597326353,0.7769619872493889
5,0,5cbd9ac26a81e868dfadf945054eb6bd8703131c99c536f8e1bc32fc257b09a9,0.7735223744461766,0.7659573542013293
6,0,f66333e4613351b2dd89e7ffdb604cb4016f34c4084ec3b8351c047d576699bc,0.4287944326979931,0.7946823921095356
7,0,1946291c5b695555122161e1bd00a4e955b32520ff3bf742cd9f52e630fb0d1d,0.383802093351192,0.7883981889435249
8,0,2d36938c8e73138710f776269a1146eab7c2f6be4f6f4a0b224b915ca295ad51,0.7193467914702072,0.810242921607711
9,0,bb23c55fca977cfd860f6a929d22f4cfd74f395bc295e143a33e712e8a694b9d,0.7921454570607482,0.7500796707359967
10,0,7dc7de2759621ec584663e4d8629da527717d7067e394b565cca2d16c19bb001,0.7240579792198277,0.7805019212986226
11,0,13d1e4c7da4c77d928351feaf9656f83d82b398282e69c081ab0c9277e4f67e3,0.7470056600437134,0.7765656472208341
12,0,98f5340e80f08b080d334d320e5b7f65596a4a76d966a593d506a4c76f52761c,0.7032586551300604,0.7535832713328883
13,0,7f729ee9d35b787fbc098118a26457f53c0d676adb6cecfabdb0039c75f4d048,0.5430500893542295,0.691759743972563
14,0,a12dd3b82e2c19da400bc3032be74da11c74b2d0ee689ccdebcf6455e355417e,0.7503738814347269,0.7675208714755334
15,0,ed4a6d1cbf75e15aec1cb19d8add36b66545e90de42fb3e2f137fa0fd1b6e0a7,0.7531977680178041,0.8225459468216584
16,0,57dffa7baed87fce99d9b83c8b4b978a56d7c130baaf72161342cfb9f1611c28,0.6308405817949392,0.7460610512029542
17,0,44670414462022e3efa7f450d10edcc0d867c9452f7e2cc33dbd794f9c28bcb1,0.8371938736466709,0.7355607952147144
18,0,be19c5e27b1b5bbe4beda71b35cf29cdf00d712d4026c5f079ac8f9840730327,0.6331466690776717,0.7417051919808116
19,0,f0371eaede927513c32646deb52894f450d8be38fac2e1449fa8e2baf092fce7,0.4418698400533857,0.7076197973068556
20,0,30b2eafe60f07b7230000a263e1048418365194408a79e1c739a920f318d6e92,0.7326122920569761,0.6909069500731272
21,0,32618acb6c264e1e407c7be231ccb62d6049fd07e225809a1ffb28bf401755bd,0.7388468815852773,0.7696296563773184
22,0,cbf401e36082361b0980ce4e8d4ef599fcb1a45b306fa49155c62b107cab4798,0.7743925913918585,0.7294895651190916
23,0,cb8e9d446da96cc36818f26896ba833cf8c65a77187464bf1c9766204633579b,0.6815084651762103,0.7588532371106289
24,0,cc2ecb33f96a9a5a2ebca3dba1aa6d502959e6a700155e19bd53885d0049ae3a,0.7110947291858855,0.752310961417415
25,0,6a04836198aa8c1fae6dda73540047c8b5dbdd923cb4994bb8277733bff4ddbc,0.6210109732267122,0.7674441213793219
26,0,b479ac38a4f7d8f3f10d33155922ec51480ae86f5b4c56b9c6ef0aa656c64f39,0.754905606811371,0.8223339569138026
27,0,0386ebfa827ea7af807a8986ccf3cccf67b05b188728c4e3bad9a94438d4deb3,0.7801665052543021,0.75169221189366
28,0,7f21ace85c9fa156b2158d865cb5256a10cad0d4cd63dd2fec9ef6826a68239e,0.7604293904676582,0.7479513090518816
29,0,57e6257ff584958e46cc56e5154a210af7c5a7630aef65b09c91570e88b8f1c3,0.6236486277831471,0.8016292086157387
30,0,5eafdd74d7ffeff988b758384d49cec09b6ad6293a92a1597a8c3914273e0102,0.7748117727669414,0.7700481103038658
31,0,60b4dbf837efc61c49a262eee4b50d559b95680f0dfe648cb37338d2ed28f35c,0.6385188087189223,0.829208774971817
